date,BTC종가,BTC변동률
2016-08-14,569.1,-2.66
2016-08-13,584.6,-0.43
2016-08-12,587.1,-0.12
2016-08-11,587.8,-0.52
2016-08-10,590.9,0.97
2016-08-09,585.3,-0.68
2016-08-08,589.2,-0.27
2016-08-07,590.8,0.75
2016-08-06,586.5,2.05
2016-08-05,574.7,-0.27
2016-08-04,576.2,1.73
2016-08-03,566.4,10.32
2016-08-02,513.4,-15.42
2016-08-01,607,-2.39
2016-07-31,621.9,-5.02
2016-07-30,654.7,-0.11
2016-07-29,655.4,0.2
2016-07-28,654.1,-0.06
2016-07-27,654.5,0.02
2016-07-26,654.4,0.06
2016-07-25,654,-0.8
2016-07-24,659.3,0.63
2016-07-23,655.2,0.62
2016-07-22,651.1,-2.03
2016-07-21,664.6,0.03
2016-07-20,664.4,-1
2016-07-19,671.1,0.11
2016-07-18,670.4,-0.88
2016-07-17,676.3,2.37
2016-07-16,660.7,-0.53
2016-07-15,664.2,1.06
2016-07-14,657.3,-0.59
2016-07-13,661.2,-1.4
2016-07-12,670.6,3.69
2016-07-11,646.7,-0.06
2016-07-10,647.1,-0.72
2016-07-09,651.8,-1.65
2016-07-08,662.8,4.33
2016-07-07,635.3,-5.57
2016-07-06,672.7,1.36
2016-07-05,663.7,-1.7
2016-07-04,675.2,2.04
2016-07-03,661.6,-5.22
2016-07-02,698.1,3.48
2016-07-01,674.6,0.68
2016-06-30,670,5.26
2016-06-29,636.5,-1.29
2016-06-28,644.9,0.04
2016-06-27,644.7,3.08
2016-06-26,625.4,-5.74
2016-06-25,663.5,1.01
2016-06-24,656.9,5.81
2016-06-23,620.8,5.13
2016-06-22,590.6,-11.51
2016-06-21,667.4,-9.07
2016-06-20,734,-3.56
2016-06-19,761,0.96
2016-06-18,753.8,1.33
2016-06-17,743.9,-2.27
2016-06-16,761.2,10.2
2016-06-15,690.8,0.82
2016-06-14,685.1,-2.13
2016-06-13,700.1,5.03
2016-06-12,666.5,12.67
2016-06-11,591.6,2.37
2016-06-10,577.9,0.56
2016-06-09,574.7,-1
2016-06-08,580.5,0.86
2016-06-07,575.6,-1.37
2016-06-06,583.6,1.51
2016-06-05,574.9,0.52
2016-06-04,572,0.87
2016-06-03,567,5.57
2016-06-02,537.1,-0.06
2016-06-01,537.4,1.6
2016-05-31,528.9,-0.63
2016-05-30,532.3,3.14
2016-05-29,516,-1.56
2016-05-28,524.2,10.58
2016-05-27,474,4.58
2016-05-26,453.3,0.78
2016-05-25,449.8,0.82
2016-05-24,446.1,0.55
2016-05-23,443.7,0.93
2016-05-22,439.6,-0.91
2016-05-21,443.6,0.35
2016-05-20,442.1,-0.12
2016-05-19,442.7,-2.55
2016-05-18,454.2,0.21
2016-05-17,453.3,-0.36
2016-05-16,454.9,-0.71
2016-05-15,458.1,0.37
2016-05-14,456.4,0.23
2016-05-13,455.4,0.22
2016-05-12,454.4,0.43
2016-05-11,452.5,0.7
2016-05-10,449.4,-2.41
2016-05-09,460.4,0.56
2016-05-08,457.9,-0.13
2016-05-07,458.5,-0.24
2016-05-06,459.6,2.56
2016-05-05,448.1,0.51
2016-05-04,445.8,-0.99
2016-05-03,450.3,1.37
2016-05-02,444.2,-1.78
2016-05-01,452.2,0.83
2016-04-30,448.5,-1.42
2016-04-29,455,1.45
2016-04-28,448.5,0.33
2016-04-27,447,-4.08
2016-04-26,466,0.92
2016-04-25,461.7,0.91
2016-04-24,457.6,1.66
2016-04-23,450.1,1.08
2016-04-22,445.3,-0.9
2016-04-21,449.3,1.85
2016-04-20,441.2,1.43
2016-04-19,434.9,1.69
2016-04-18,427.7,0.34
2016-04-17,426.3,-0.88
2016-04-16,430,0.32
2016-04-15,428.7,1.1
2016-04-14,424,0.13
2016-04-13,423.5,-0.3
2016-04-12,424.7,0.79
2016-04-11,421.4,0.28
2016-04-10,420.3,0.53
2016-04-09,418,0.09
2016-04-08,417.7,-0.58
2016-04-07,420.1,-0.27
2016-04-06,421.3,-0.19
2016-04-05,422.1,0.65
2016-04-04,419.3,0.06
2016-04-03,419.1,0.13
2016-04-02,418.5,0.69
2016-04-01,415.6,0
2016-03-31,415.7,0.78
2016-03-30,412.4,-0.62
2016-03-29,415,-1.71
2016-03-28,422.2,-0.56
2016-03-27,424.6,1.94
2016-03-26,416.5,0.19
2016-03-25,415.7,0.23
2016-03-24,414.7,-0.54
2016-03-23,417,0.19
2016-03-22,416.2,1.24
2016-03-21,411.1,-0.1
2016-03-20,411.5,0.69
2016-03-19,408.7,0.13
2016-03-18,408.2,-2.39
2016-03-17,418.2,0.54
2016-03-16,415.9,0.19
2016-03-15,415.1,0.2
2016-03-14,414.3,0.46
2016-03-13,412.4,0.5
2016-03-12,410.4,-2.09
2016-03-11,419.1,0.79
2016-03-10,415.8,0.74
2016-03-09,412.8,0.21
2016-03-08,411.9,-0.72
2016-03-07,414.9,2.19
2016-03-06,406,1.74
2016-03-05,399,-2.56
2016-03-04,409.5,-2.4
2016-03-03,419.6,-1.36
2016-03-02,425.4,-2
2016-03-01,434,-0.5
2016-02-29,436.2,0.86
2016-02-28,432.5,0.27
2016-02-27,431.3,0.93
2016-02-26,427.3,0.91
2016-02-25,423.5,0.18
2016-02-24,422.7,0.67
2016-02-23,419.9,-4.09
2016-02-22,437.8,-0.02
2016-02-21,437.9,-0.5
2016-02-20,440.1,4.78
2016-02-19,420,-0.34
2016-02-18,421.4,1.02
2016-02-17,417.1,2.64
2016-02-16,406.4,1.33
2016-02-15,401.1,-1.09
2016-02-14,405.5,3.95
2016-02-13,390.1,1.58
2016-02-12,384,1.21
2016-02-11,379.5,-0.64
2016-02-10,381.9,1.75
2016-02-09,375.3,0.72
2016-02-08,372.6,-1.4
2016-02-07,377.9,0.33
2016-02-06,376.7,-2.53
2016-02-05,386.5,-1.07
2016-02-04,390.6,6.15
2016-02-03,368,-1.58
2016-02-02,373.9,0.47
2016-02-01,372.2,0.63
2016-01-31,369.8,-2.1
2016-01-30,377.8,-0.67
2016-01-29,380.3,0.16
2016-01-28,379.7,-3.88
2016-01-27,395,1.34
2016-01-26,389.8,-0.76
2016-01-25,392.8,-2.33
2016-01-24,402.1,3.48
2016-01-23,388.6,1.56
2016-01-22,382.6,-6.73
2016-01-21,410.2,-1.05
2016-01-20,414.6,9.26
2016-01-19,379.5,-1.29
2016-01-18,384.4,0.5
2016-01-17,382.5,-0.67
2016-01-16,385,3.43
2016-01-15,372.3,-13.25
2016-01-14,429.1,-0.71
2016-01-13,432.2,-2.89
2016-01-12,445,-0.6
2016-01-11,447.7,0.34
2016-01-10,446.2,-0.47
2016-01-09,448.3,-1.01
2016-01-08,452.9,-0.91
2016-01-07,457,6.09
2016-01-06,430.8,-0.09
2016-01-05,431.2,-0.49
2016-01-04,433.3,0.61
2016-01-03,430.7,-0.7
2016-01-02,433.7,-0.06
2016-01-01,434,0.94
2015-12-31,430,0.66
2015-12-30,427.1,-1.1
2015-12-29,431.9,2.41
2015-12-28,421.8,-0.15
2015-12-27,422.4,1.69
2015-12-26,415.4,-8.52
2015-12-25,454,0.24
2015-12-24,453,2.38
2015-12-23,442.4,1.24
2015-12-22,437,-0.13
2015-12-21,437.6,-0.95
2015-12-20,441.8,-4.21
2015-12-19,461.2,-0.43
2015-12-18,463.2,1.68
2015-12-17,455.5,0.34
2015-12-16,454,-1.87
2015-12-15,462.6,4.67
2015-12-14,442,1.68
2015-12-13,434.7,0.56
2015-12-12,432.3,-3.9
2015-12-11,449.8,8.26
2015-12-10,415.5,-0.12
2015-12-09,416,1.3
2015-12-08,410.7,4.16
2015-12-07,394.3,0.23
2015-12-06,393.4,1.73
2015-12-05,386.7,6.92
2015-12-04,361.7,0.38
2015-12-03,360.3,0.09
2015-12-02,360,-0.5
2015-12-01,361.8,-4.28
2015-11-30,378,1.92
2015-11-29,370.8,4.22
2015-11-28,355.8,-1.03
2015-11-27,359.5,1.63
2015-11-26,353.7,8.01
2015-11-25,327.5,2.88
2015-11-24,318.4,-1.17
2015-11-23,322.1,-0.2
2015-11-22,322.8,-0.59
2015-11-21,324.7,1.11
2015-11-20,321.1,-1.19
2015-11-19,325,-3.26
2015-11-18,335.9,0.6
2015-11-17,333.9,1.12
2015-11-16,330.2,4.02
2015-11-15,317.5,-4.32
2015-11-14,331.8,-0.6
2015-11-13,333.8,-0.02
2015-11-12,333.9,9.56
2015-11-11,304.7,-9.5
2015-11-10,336.7,-11.45
2015-11-09,380.2,2.33
2015-11-08,371.6,-3.51
2015-11-07,385.1,4.13
2015-11-06,369.8,-3.37
2015-11-05,382.7,-4.54
2015-11-04,400.9,1.11
2015-11-03,396.5,10.36
2015-11-02,359.3,11.25
2015-11-01,323,3.76
2015-10-31,311.2,-4.85
2015-10-30,327.1,4.3
2015-10-29,313.6,3.32
2015-10-28,303.5,3.01
2015-10-27,294.7,3.34
2015-10-26,285.1,-0.94
2015-10-25,287.9,1.88
2015-10-24,282.6,2.04
2015-10-23,276.9,0.91
2015-10-22,274.4,2.74
2015-10-21,267.1,-0.98
2015-10-20,269.8,2.25
2015-10-19,263.8,0.82
2015-10-18,261.7,-2.93
2015-10-17,269.6,2.55
2015-10-16,262.9,3.31
2015-10-15,254.4,0.84
2015-10-14,252.3,1.43
2015-10-13,248.8,1.4
2015-10-12,245.4,-0.93
2015-10-11,247.6,0.94
2015-10-10,245.4,0.54
2015-10-09,244,0.6
2015-10-08,242.6,-0.16
2015-10-07,243,-1.28
2015-10-06,246.1,2.49
2015-10-05,240.1,0.76
2015-10-04,238.3,-0.1
2015-10-03,238.6,0.79
2015-10-02,236.7,-0.14
2015-10-01,237.1,0.47
2015-09-30,235.9,-0.33
2015-09-29,236.7,-0.9
2015-09-28,238.9,2.74
2015-09-27,232.5,-0.77
2015-09-26,234.3,-0.31
2015-09-25,235,0.54
2015-09-24,233.8,1.68
2015-09-23,229.9,-0.05
2015-09-22,230,1.63
2015-09-21,226.3,-2.06
2015-09-20,231.1,0
2015-09-19,231.1,-0.47
2015-09-18,232.2,-0.22
2015-09-17,232.7,1.8
2015-09-16,228.6,-0.41
2015-09-15,229.5,-0.17
2015-09-14,229.9,-0.12
2015-09-13,230.2,-2.3
2015-09-12,235.6,-1.79
2015-09-11,239.9,0.76
2015-09-10,238.1,0.28
2015-09-09,237.4,-2.4
2015-09-08,243.2,1.53
2015-09-07,239.6,-0.12
2015-09-06,239.9,2.65
2015-09-05,233.7,1.49
2015-09-04,230.3,1.79
2015-09-03,226.2,-1.06
2015-09-02,228.6,0.64
2015-09-01,227.2,-1
2015-08-31,229.5,0.47
2015-08-30,228.4,-0.04
2015-08-29,228.5,-1.36
2015-08-28,231.6,4
2015-08-27,222.7,-1
2015-08-26,225,2.02
2015-08-25,220.5,4.29
2015-08-24,211.4,-6.76
2015-08-23,226.8,-1.22
2015-08-22,229.5,-1.23
2015-08-21,232.4,-0.96
2015-08-20,234.7,3.83
2015-08-19,226,-8.4
2015-08-18,246.7,-4.05
2015-08-17,257.1,0
2015-08-16,257.1,-1.31
2015-08-15,260.5,-1.7
2015-08-14,265,0.6
2015-08-13,263.4,-1.58
2015-08-12,267.7,-0.51
2015-08-11,269,2.18
2015-08-10,263.3,-0.22
2015-08-09,263.9,2.04
2015-08-08,258.6,-6.94
2015-08-07,277.9,-0.04
2015-08-06,278,-1.32
2015-08-05,281.7,-0.91
2015-08-04,284.3,0.97
2015-08-03,281.6,0.08
2015-08-02,281.4,0.32
2015-08-01,280.5,-1.15
2015-07-31,283.7,-1.15
2015-07-30,287,-0.47
2015-07-29,288.4,-1.81
2015-07-28,293.7,0.24
2015-07-27,293,0.42
2015-07-26,291.8,1.05
2015-07-25,288.7,0.13
2015-07-24,288.4,4.66
2015-07-23,275.5,-0.34
2015-07-22,276.5,0.5
2015-07-21,275.1,-0.93
2015-07-20,277.7,1.65
2015-07-19,273.2,-0.32
2015-07-18,274,-1.99
2015-07-17,279.6,1.1
2015-07-16,276.6,-2.41
2015-07-15,283.4,-1.23
2015-07-14,287,-1.17
2015-07-13,290.4,-6.47
2015-07-12,310.4,6.33
2015-07-11,292,2.94
2015-07-10,283.6,5.38
2015-07-09,269.1,0.19
2015-07-08,268.6,0.91
2015-07-07,266.2,-1.07
2015-07-06,269.1,-0.39
2015-07-05,270.1,3.68
2015-07-04,260.5,2.02
2015-07-03,255.4,0.2
2015-07-02,254.9,-1.06
2015-07-01,257.6,-2.46
2015-06-30,264.1,2.78
2015-06-29,257,3.25
2015-06-28,248.9,-0.74
2015-06-27,250.7,3.2
2015-06-26,242.9,0.16
2015-06-25,242.6,0.83
2015-06-24,240.6,-1.31
2015-06-23,243.8,-1.5
2015-06-22,247.5,1.38
2015-06-21,244.1,-0.36
2015-06-20,245,0.35
2015-06-19,244.1,-1.73
2015-06-18,248.4,0.43
2015-06-17,247.4,-0.98
2015-06-16,249.8,5.41
2015-06-15,237,1.39
2015-06-14,233.8,0.55
2015-06-13,232.5,0.88
2015-06-12,230.5,0.25
2015-06-11,229.9,0.48
2015-06-10,228.8,-0.34
2015-06-09,229.6,0.43
2015-06-08,228.6,2.28
2015-06-07,223.5,-0.57
2015-06-06,224.7,-0.24
2015-06-05,225.3,0.48
2015-06-04,224.2,-0.61
2015-06-03,225.6,-0.07
2015-06-02,225.7,1.17
2015-06-01,223.1,-2.92
2015-05-31,229.8,-1.45
2015-05-30,233.2,-1.61
2015-05-29,237,-0.12
2015-05-28,237.3,0
2015-05-27,237.3,-0.23
2015-05-26,237.8,0.18
2015-05-25,237.4,-1.48
2015-05-24,241,0.85
2015-05-23,238.9,-0.59
2015-05-22,240.4,2.12
2015-05-21,235.4,0.61
2015-05-20,234,0.84
2015-05-19,232,-0.27
2015-05-18,232.6,-1.55
2015-05-17,236.3,0.03
2015-05-16,236.2,-0.41
2015-05-15,237.2,0.13
2015-05-14,236.9,0.22
2015-05-13,236.4,-2.15
2015-05-12,241.6,-0.1
2015-05-11,241.8,0.77
2015-05-10,240,-0.6
2015-05-09,241.4,-0.96
2015-05-08,243.7,2.53
2015-05-07,237.7,3.35
2015-05-06,230,-2.46
2015-05-05,235.8,-1.32
2015-05-04,239,-0.43
2015-05-03,240,1.98
2015-05-02,235.3,0.91
2015-05-01,233.2,-1.09
2015-04-30,235.8,4.59
2015-04-29,225.4,-0.17
2015-04-28,225.8,-1.38
2015-04-27,229,4.69
2015-04-26,218.7,-3.29
2015-04-25,226.1,-2.14
2015-04-24,231.1,-1.83
2015-04-23,235.4,0.69
2015-04-22,233.8,0.02
2015-04-21,233.7,4.23
2015-04-20,224.2,0.55
2015-04-19,223,-0.15
2015-04-18,223.4,0.34
2015-04-17,222.6,-2.36
2015-04-16,228,2.25
2015-04-15,223,2.28
2015-04-14,218,-2.5
2015-04-13,223.6,-5.2
2015-04-12,235.9,-0.27
2015-04-11,236.5,0.75
2015-04-10,234.7,-3.53
2015-04-09,243.3,-0.51
2015-04-08,244.6,-3.32
2015-04-07,253,-0.78
2015-04-06,255,-1.8
2015-04-05,259.6,2.67
2015-04-04,252.9,-0.62
2015-04-03,254.5,0.74
2015-04-02,252.6,2.58
2015-04-01,246.2,0.86
2015-03-31,244.1,-1.07
2015-03-30,246.8,1.95
2015-03-29,242.1,-3.94
2015-03-28,252,1.95
2015-03-27,247.2,-0.33
2015-03-26,248,0.67
2015-03-25,246.4,-0.14
2015-03-24,246.7,-7.06
2015-03-23,265.5,-1.16
2015-03-22,268.6,3.41
2015-03-21,259.7,-0.79
2015-03-20,261.8,0.33
2015-03-19,260.9,1.96
2015-03-18,255.9,-10.32
2015-03-17,285.4,-1.73
2015-03-16,290.4,1.94
2015-03-15,284.9,1.16
2015-03-14,281.6,-1.95
2015-03-13,287.2,-2.26
2015-03-12,293.9,-0.59
2015-03-11,295.6,1.45
2015-03-10,291.4,0.47
2015-03-09,290,5.66
2015-03-08,274.5,-0.15
2015-03-07,274.9,0.86
2015-03-06,272.6,-0.97
2015-03-05,275.2,1.22
2015-03-04,271.9,-3.11
2015-03-03,280.6,2.52
2015-03-02,273.8,6.13
2015-03-01,257.9,1.53
2015-02-28,254.1,0.23
2015-02-27,253.5,7.16
2015-02-26,236.5,-0.34
2015-02-25,237.3,-0.65
2015-02-24,238.9,0.03
2015-02-23,238.8,1.31
2015-02-22,235.7,-3.55
2015-02-21,244.4,-0.04
2015-02-20,244.5,1.07
2015-02-19,241.9,2.86
2015-02-18,235.2,-3.29
2015-02-17,243.2,3.13
2015-02-16,235.8,1.1
2015-02-15,233.3,-9.81
2015-02-14,258.6,9.51
2015-02-13,236.2,6.48
2015-02-12,221.8,1.35
2015-02-11,218.8,-0.38
2015-02-10,219.7,-0.3
2015-02-09,220.3,-1.49
2015-02-08,223.7,-1.76
2015-02-07,227.7,2.12
2015-02-06,223,2.97
2015-02-05,216.5,-4.44
2015-02-04,226.6,-0.36
2015-02-03,227.4,-4.79
2015-02-02,238.9,6.02
2015-02-01,225.3,3.1
2015-01-31,218.5,-5.75
2015-01-30,231.8,-0.92
2015-01-29,234,-0.92
2015-01-28,236.2,-10.29
2015-01-27,263.3,-2.2
2015-01-26,269.2,6.78
2015-01-25,252.1,1.58
2015-01-24,248.2,6.89
2015-01-23,232.2,-0.23
2015-01-22,232.7,1.99
2015-01-21,228.2,8.37
2015-01-20,210.6,-2.46
2015-01-19,215.9,2.49
2015-01-18,210.6,5.49
2015-01-17,199.6,-3.51
2015-01-16,206.9,-1.36
2015-01-15,209.8,27.2
2015-01-14,164.9,-25.47
2015-01-13,221.3,-17.84
2015-01-12,269.3,1.72
2015-01-11,264.8,-3.14
2015-01-10,273.4,-5.08
2015-01-09,288,1.87
2015-01-08,282.7,-2.97
2015-01-07,291.3,3.21
2015-01-06,282.3,2.7
2015-01-05,274.8,3.82
2015-01-04,264.7,-7.8
2015-01-03,287.1,-8.91
2015-01-02,315.2,0.1
2015-01-01,314.9,-1.05
2014-12-31,318.2,2.24
2014-12-30,311.3,-0.91
2014-12-29,314.1,-0.76
2014-12-28,316.5,0.38
2014-12-27,315.3,-4.44
2014-12-26,330,3.45
2014-12-25,319,-1.06
2014-12-24,322.4,-3.83
2014-12-23,335.3,1.33
2014-12-22,330.8,2.54
2014-12-21,322.6,-2.34
2014-12-20,330.4,3.96
2014-12-19,317.8,2.4
2014-12-18,310.3,-3.02
2014-12-17,320,-3.09
2014-12-16,330.2,-4.39
2014-12-15,345.4,-1.14
2014-12-14,349.4,0.32
2014-12-13,348.2,-1.46
2014-12-12,353.4,1.65
2014-12-11,347.7,-0.07
2014-12-10,347.9,-1.21
2014-12-09,352.2,-3.5
2014-12-08,365,-3.06
2014-12-07,376.5,0.06
2014-12-06,376.3,-0.36
2014-12-05,377.6,2.11
2014-12-04,369.8,-1.89
2014-12-03,377,-0.97
2014-12-02,380.6,0.54
2014-12-01,378.6,0.98
2014-11-30,374.9,-0.36
2014-11-29,376.3,-0.35
2014-11-28,377.6,2.38
2014-11-27,368.8,0.95
2014-11-26,365.4,-2.94
2014-11-25,376.4,-0.64
2014-11-24,378.9,3.55
2014-11-23,365.9,3.93
2014-11-22,352,0.07
2014-11-21,351.8,-1.55
2014-11-20,357.3,-6.33
2014-11-19,381.4,0.6
2014-11-18,379.2,-1.44
2014-11-17,384.7,-0.24
2014-11-16,385.6,2.87
2014-11-15,374.9,-5.46
2014-11-14,396.5,-7.51
2014-11-13,428.7,-0.77
2014-11-12,432,18.23
2014-11-11,365.4,-0.47
2014-11-10,367.1,1.41
2014-11-09,362,5.39
2014-11-08,343.5,0.49
2014-11-07,341.9,-1.67
2014-11-06,347.7,2.86
2014-11-05,338,3.06
2014-11-04,328,1.15
2014-11-03,324.2,0.52
2014-11-02,322.5,-0.88
2014-11-01,325.4,-3.68
2014-10-31,337.9,-2.03
2014-10-30,344.9,2.91
2014-10-29,335.1,-4.54
2014-10-28,351.1,0.28
2014-10-27,350.1,0.41
2014-10-26,348.7,0.56
2014-10-25,346.7,-2.36
2014-10-24,355.1,-0.19
2014-10-23,355.8,-6.11
2014-10-22,378.9,-0.89
2014-10-21,382.4,0.52
2014-10-20,380.4,-1.78
2014-10-19,387.3,-0.92
2014-10-18,390.9,2.73
2014-10-17,380.5,0.19
2014-10-16,379.8,-3.41
2014-10-15,393.2,-0.99
2014-10-14,397.1,2.53
2014-10-13,387.3,3.79
2014-10-12,373.2,3.31
2014-10-11,361.2,-0.14
2014-10-10,361.7,0.22
2014-10-09,360.9,2.86
2014-10-08,350.9,5.8
2014-10-07,331.6,0.03
2014-10-06,331.5,2.69
2014-10-05,322.9,-3.72
2014-10-04,335.3,-7.74
2014-10-03,363.5,-3.12
2014-10-02,375.1,-2.01
2014-10-01,382.8,-1.37
2014-09-30,388.2,3.03
2014-09-29,376.8,-0.61
2014-09-28,379.1,-5
2014-09-27,399,-1.35
2014-09-26,404.5,-1.9
2014-09-25,412.3,-2.71
2014-09-24,423.8,-3
2014-09-23,436.9,8.11
2014-09-22,404.1,0.62
2014-09-21,401.6,-2.41
2014-09-20,411.5,3.49
2014-09-19,397.7,-6.27
2014-09-18,424.3,-7.99
2014-09-17,461.1,-1.21
2014-09-16,466.8,-2.29
2014-09-15,477.7,0
2014-09-14,477.7,-0.09
2014-09-13,478.2,0.09
2014-09-12,477.7,-0.16
2014-09-11,478.5,-0.25
2014-09-10,479.7,1.01
2014-09-09,474.9,-0.17
2014-09-08,475.7,-2.07
2014-09-07,485.8,0.26
2014-09-06,484.5,0.17
2014-09-05,483.6,-1.49
2014-09-04,491,2.28
2014-09-03,480,0.23
2014-09-02,478.9,0.37
2014-09-01,477.2,-0.95
2014-08-31,481.8,-4.78
2014-08-30,506,-1.29
2014-08-29,512.6,0.35
2014-08-28,510.8,-0.87
2014-08-27,515.2,0.52
2014-08-26,512.6,1.91
2014-08-25,502.9,-1.33
2014-08-24,509.7,2.42
2014-08-23,497.7,-3.57
2014-08-22,516.1,-0.36
2014-08-21,517.9,0.22
2014-08-20,516.8,6.53
2014-08-19,485.1,4.96
2014-08-18,462.2,-4.8
2014-08-17,485.5,-6.99
2014-08-16,522,5.15
2014-08-15,496.5,-1.65
2014-08-14,504.8,-6.88
2014-08-13,542.1,-4.5
2014-08-12,567.7,-1.43
2014-08-11,575.9,-2.73
2014-08-10,592.1,0.43
2014-08-09,589.5,-1.06
2014-08-08,595.8,0.51
2014-08-07,592.8,0.51
2014-08-06,589.8,0.17
2014-08-05,588.8,-0.68
2014-08-04,592.8,0.65
2014-08-03,588.9,-0.47
2014-08-02,591.7,-1.18
2014-08-01,598.8,1.57
2014-07-31,589.5,4.41
2014-07-30,564.6,-3.61
2014-07-29,585.8,-0.37
2014-07-28,587.9,-1.19
2014-07-27,595,-0.16
2014-07-26,596,-0.75
2014-07-25,600.5,-0.23
2014-07-24,601.9,-3.19
2014-07-23,621.7,-0.13
2014-07-22,622.5,-0.42
2014-07-21,625.1,0.67
2014-07-20,621,-0.97
2014-07-19,627,-0.07
2014-07-18,627.5,0.14
2014-07-17,626.6,1.92
2014-07-16,614.8,-0.77
2014-07-15,619.6,0.21
2014-07-14,618.3,-1.55
2014-07-13,628,-1.24
2014-07-12,635.9,0.47
2014-07-11,632.9,2.35
2014-07-10,618.4,-0.74
2014-07-09,623,1.25
2014-07-08,615.3,0.28
2014-07-07,613.6,-2.08
2014-07-06,626.7,0.59
2014-07-05,623,-0.16
2014-07-04,624,-2.21
2014-07-03,638,-1.19
2014-07-02,645.7,0.39
2014-07-01,643.2,1.27
2014-06-30,635.1,5.67
2014-06-29,601.1,0.59
2014-06-28,597.6,-0.78
2014-06-27,602.2,3.35
2014-06-26,582.7,2.51
2014-06-25,568.5,-3.45
2014-06-24,588.8,-0.41
2014-06-23,591.2,-2.06
2014-06-22,603.6,1.1
2014-06-21,597,1.06
2014-06-20,590.8,-1.57
2014-06-19,600.2,-1
2014-06-18,606.2,0.19
2014-06-17,605.1,1
2014-06-16,599.1,2.88
2014-06-15,582.3,-0.19
2014-06-14,583.4,-4.41
2014-06-13,610.3,2.21
2014-06-12,597.1,-7.13
2014-06-11,643,-1.93
2014-06-10,655.6,1.75
2014-06-09,644.3,-1.03
2014-06-08,651,-0.1
2014-06-07,651.7,0.19
2014-06-06,650.4,-1.48
2014-06-05,660.2,3.33
2014-06-04,638.9,-4.56
2014-06-03,669.4,2.13
2014-06-02,655.5,0.88
2014-06-01,649.8,3.48
2014-05-31,627.9,2.54
2014-05-30,612.3,8.49
2014-05-29,564.4,-1.12
2014-05-28,570.8,0.13
2014-05-27,570.1,-2.05
2014-05-26,582,2.03
2014-05-25,570.4,9.6
2014-05-24,520.5,0.46
2014-05-23,518.1,0.53
2014-05-22,515.4,5.43
2014-05-21,488.8,0.88
2014-05-20,484.6,9.16
2014-05-19,443.9,-1.39
2014-05-18,450.1,-0.59
2014-05-17,452.8,-0.19
2014-05-16,453.6,1.23
2014-05-15,448.1,1.24
2014-05-14,442.6,2.01
2014-05-13,433.9,-0.98
2014-05-12,438.2,1.15
2014-05-11,433.2,-4.13
2014-05-10,451.9,1.45
2014-05-09,445.5,0.98
2014-05-08,441.1,-1.22
2014-05-07,446.5,3.32
2014-05-06,432.2,0.31
2014-05-05,430.9,-1.19
2014-05-04,436,-0.59
2014-05-03,438.6,-3.31
2014-05-02,453.7,-1.4
2014-05-01,460.1,3.25
2014-04-30,445.6,-0.11
2014-04-29,446.1,0.95
2014-04-28,441.9,-0.28
2014-04-27,443.2,-3.21
2014-04-26,457.9,-1.43
2014-04-25,464.5,-7.16
2014-04-24,500.3,2.67
2014-04-23,487.3,-0.13
2014-04-22,487.9,-1.46
2014-04-21,495.2,-0.67
2014-04-20,498.5,-1.48
2014-04-19,506,4.22
2014-04-18,485.5,-3.28
2014-04-17,502,-6.51
2014-04-16,537,2
2014-04-15,526.4,10.04
2014-04-14,478.4,11.88
2014-04-13,427.6,-2.3
2014-04-12,437.6,0.58
2014-04-11,435.1,13.13
2014-04-10,384.6,-15.9
2014-04-09,457.3,-1.98
2014-04-08,466.6,0.9
2014-04-07,462.4,1.47
2014-04-06,455.7,-0.21
2014-04-05,456.6,2.76
2014-04-04,444.4,1.85
2014-04-03,436.3,2.81
2014-04-02,424.4,-8.43
2014-04-01,463.5,4.23
2014-03-31,444.7,-0.51
2014-03-30,446.9,-6.33
2014-03-29,477.1,-1.14
2014-03-28,482.6,4.81
2014-03-27,460.5,-18.13
2014-03-26,562.5,-0.08
2014-03-25,562.9,-0.82
2014-03-24,567.6,2.98
2014-03-23,551.2,-2.34
2014-03-22,564.3,2.68
2014-03-21,549.6,-2.9
2014-03-20,566,-4.87
2014-03-19,595,-0.66
2014-03-18,598.9,-1.23
2014-03-17,606.4,-2.06
2014-03-16,619.1,-0.78
2014-03-15,624,1.63
2014-03-14,614,-1.76
2014-03-13,625,0.91
2014-03-12,619.4,1.76
2014-03-11,608.7,-0.7
2014-03-10,613,-2.25
2014-03-09,627,2.93
2014-03-08,609.2,-1.22
2014-03-07,616.7,-4.86
2014-03-06,648.3,-1.53
2014-03-05,658.3,-0.54
2014-03-04,661.8,-0.05
2014-03-03,662.2,21.6
2014-03-02,544.6,-2.3
2014-03-01,557.4,-2.88
2014-02-28,573.9,-3.78
2014-02-27,596.5,0.56
2014-02-26,593.1,336.84
2014-02-25,135.8,-21.97
2014-02-24,174,-43.9
2014-02-23,310.2,21.35
2014-02-22,255.6,129.11
2014-02-21,111.6,-0.32
2014-02-20,111.9,-57.21
2014-02-19,261.5,-11.03
2014-02-18,294,7.96
2014-02-17,272.3,-9.18
2014-02-16,299.8,-19.21
2014-02-15,371.1,-13.24
2014-02-14,427.7,-5.26
2014-02-13,451.4,-15
2014-02-12,531.1,-8.26
2014-02-11,579,-0.63
2014-02-10,582.6,-11.67
2014-02-09,659.6,1.66
2014-02-08,648.8,-6.74
